"Video","Frame","Truth"
"FH102_02",5122,"Negative"
"FH102_02",5123,"Negative"
"FH102_02",5124,"Negative"
"FH102_02",5125,"Negative"
"FH102_02",5126,"Negative"
"FH102_02",5127,"Negative"
"FH102_02",5128,"Negative"
"FH102_02",5129,"Negative"
"FH102_02",5136,"Negative"
"FH102_02",5137,"Negative"
"FH102_02",5139,"Negative"
"FH102_02",5140,"Negative"
"FH102_02",5141,"Negative"
"FH102_02",5161,"Negative"
"FH102_02",5167,"Negative"
"FH102_02",5190,"Negative"
"FH102_02",5194,"Negative"
"FH102_02",5196,"Negative"
"FH102_02",5197,"Negative"
"FH102_02",5214,"Negative"
"FH102_02",5216,"Negative"
"FH102_02",5222,"Negative"
"FH102_02",5225,"Negative"
"FH102_02",5238,"Negative"
"FH102_02",5246,"Negative"
"FH102_02",5248,"Negative"
"FH102_02",5250,"Negative"
"FH102_02",5254,"Negative"
"FH102_02",5255,"Negative"
"FH102_02",5256,"Negative"
"FH102_02",5260,"Negative"
"FH102_02",5267,"Negative"
"FH102_02",5271,"Negative"
"FH102_02",5276,"Negative"
"FH102_02",5284,"Positive"
"FH102_02",5285,"Negative"
"FH102_02",5290,"Negative"
"FH102_02",5304,"Negative"
"FH102_02",5310,"Negative"
"FH102_02",5316,"Negative"
"FH102_02",5317,"Negative"
"FH102_02",5319,"Negative"
"FH102_02",5320,"Negative"
"FH102_02",5328,"Negative"
"FH102_02",5329,"Negative"
"FH102_02",5332,"Negative"
"FH102_02",5334,"Negative"
"FH102_02",5335,"Negative"
"FH102_02",5337,"Negative"
"FH102_02",5340,"Negative"
"FH102_02",5341,"Negative"
"FH102_02",5353,"Negative"
"FH102_02",5368,"Negative"
"FH102_02",5377,"Negative"
"FH102_02",5381,"Negative"
"FH102_02",5384,"Negative"
"FH102_02",5403,"Negative"
"FH102_02",5404,"Negative"
"FH102_02",5405,"Negative"
"FH102_02",5411,"Negative"
"FH102_02",5412,"Negative"
"FH102_02",5414,"Negative"
"FH102_02",5416,"Negative"
"FH102_02",5417,"Negative"
"FH102_02",5418,"Negative"
"FH102_02",5420,"Negative"
"FH102_02",5421,"Negative"
"FH102_02",5423,"Negative"
"FH102_02",5424,"Negative"
"FH102_02",5425,"Negative"
"FH102_02",5426,"Negative"
"FH102_02",5427,"Negative"
"FH102_02",5428,"Negative"
"FH102_02",5429,"Negative"
"FH102_02",5430,"Negative"
"FH102_02",5450,"Negative"
"FH102_02",5451,"Negative"
"FH102_02",5465,"Negative"
"FH102_02",5471,"Negative"
"FH102_02",5482,"Negative"
"FH102_02",5520,"Negative"
"FH102_02",5527,"Negative"
"FH102_02",5531,"Negative"
"FH102_02",5532,"Negative"
"FH102_02",5534,"Negative"
"FH102_02",5537,"Negative"
"FH102_02",5538,"Negative"
"FH102_02",5540,"Negative"
"FH102_02",5542,"Negative"
"FH102_02",5566,"Negative"
"FH102_02",5579,"Negative"
"FH102_02",5582,"Negative"
"FH102_02",5592,"Negative"
"FH102_02",5597,"Negative"
"FH102_02",5604,"Negative"
"FH102_02",5612,"Negative"
"FH102_02",5648,"Negative"
"FH102_02",5654,"Negative"
"FH102_02",5656,"Negative"
"FH102_02",5666,"Negative"
"FH102_02",5678,"Negative"
"FH102_02",5683,"Negative"
"FH102_02",5684,"Negative"
"FH102_02",5685,"Negative"
"FH102_02",5688,"Negative"
"FH102_02",5691,"Negative"
"FH102_02",5698,"Negative"
"FH102_02",5699,"Negative"
"FH102_02",5714,"Negative"
"FH102_02",5715,"Negative"
"FH102_02",5720,"Negative"
"FH102_02",5721,"Negative"
"FH102_02",5723,"Negative"
"FH102_02",5724,"Negative"
"FH102_02",5726,"Negative"
"FH102_02",5731,"Negative"
"FH102_02",5733,"Negative"
"FH102_02",5735,"Negative"
"FH102_02",5738,"Negative"
"FH102_02",5740,"Negative"
"FH102_02",5778,"Negative"
"FH102_02",5785,"Negative"
"FH102_02",5794,"Negative"
"FH102_02",5817,"Negative"
"FH102_02",5822,"Negative"
"FH102_02",5830,"Negative"
"FH102_02",5831,"Negative"
"FH102_02",5832,"Negative"
"FH102_02",5833,"Negative"
"FH102_02",5834,"Negative"
"FH102_02",5836,"Negative"
"FH102_02",5839,"Negative"
"FH102_02",5842,"Negative"
"FH102_02",5857,"Negative"
"FH102_02",5862,"Negative"
"FH102_02",5876,"Negative"
"FH102_02",5917,"Negative"
"FH102_02",5918,"Negative"
"FH102_02",5925,"Negative"
"FH102_02",5944,"Negative"
"FH102_02",5946,"Negative"
"FH102_02",5949,"Negative"
"FH102_02",5951,"Negative"
"FH102_02",5956,"Negative"
"FH102_02",5959,"Negative"
"FH102_02",5960,"Negative"
"FH102_02",5961,"Negative"
"FH102_02",5962,"Negative"
"FH102_02",5963,"Negative"
"FH102_02",5965,"Negative"
"FH102_02",5967,"Negative"
"FH102_02",5968,"Negative"
"FH102_02",5969,"Negative"
"FH102_02",5975,"Negative"
"FH102_02",5976,"Negative"
"FH102_02",5983,"Negative"
"FH102_02",5984,"Negative"
"FH102_02",5985,"Negative"
"FH102_02",5998,"Negative"
"FH102_02",6000,"Negative"
"FH102_02",6011,"Negative"
"FH102_02",6013,"Negative"
"FH102_02",6014,"Negative"
"FH102_02",6016,"Negative"
"FH102_02",6028,"Negative"
"FH102_02",6033,"Negative"
"FH102_02",6204,"Negative"
"FH102_02",6237,"Negative"
"FH102_02",6247,"Negative"
"FH102_02",6249,"Negative"
"FH102_02",6253,"Negative"
"FH102_02",6257,"Negative"
"FH102_02",6270,"Negative"
"FH102_02",6271,"Negative"
"FH102_02",6272,"Negative"
"FH102_02",6273,"Negative"
"FH102_02",6276,"Negative"
"FH102_02",6288,"Negative"
"FH102_02",6326,"Negative"
"FH102_02",6378,"Negative"
"FH102_02",6380,"Negative"
"FH102_02",6391,"Negative"
"FH102_02",6396,"Negative"
"FH102_02",6398,"Negative"
"FH102_02",6407,"Negative"
"FH102_02",6408,"Negative"
"FH102_02",6409,"Negative"
"FH102_02",6410,"Negative"
"FH102_02",6411,"Negative"
"FH102_02",6412,"Negative"
"FH102_02",6413,"Negative"
"FH102_02",6414,"Negative"
"FH102_02",6419,"Negative"
"FH102_02",6421,"Negative"
"FH102_02",6470,"Negative"
"FH102_02",6489,"Negative"
"FH102_02",6492,"Negative"
"FH102_02",6493,"Negative"
"FH102_02",6495,"Negative"
"FH102_02",6496,"Negative"
"FH102_02",6500,"Negative"
"FH102_02",6502,"Negative"
"FH102_02",6503,"Negative"
"FH102_02",6508,"Negative"
"FH102_02",6510,"Negative"
"FH102_02",6513,"Negative"
"FH102_02",6516,"Negative"
"FH102_02",6557,"Negative"
"FH102_02",6561,"Negative"
"FH102_02",6571,"Negative"
"FH102_02",6670,"Negative"
"FH102_02",6671,"Negative"
"FH102_02",6672,"Negative"
"FH102_02",6680,"Negative"
"FH102_02",6682,"Negative"
"FH102_02",6794,"Negative"
"FH102_02",6927,"Negative"
"FH102_02",6971,"Negative"
"FH102_02",6974,"Negative"
"FH102_02",6976,"Negative"
"FH102_02",6981,"Negative"
"FH102_02",6984,"Negative"
"FH102_02",6986,"Negative"
"FH102_02",6990,"Negative"
"FH102_02",6997,"Negative"
"FH102_02",7009,"Negative"
"FH102_02",7012,"Negative"
"FH102_02",7034,"Negative"
"FH102_02",7307,"Negative"
"FH102_02",7311,"Negative"
"FH102_02",7332,"Negative"
"FH102_02",7335,"Negative"
"FH102_02",7338,"Negative"
"FH102_02",7396,"Negative"
"FH102_02",7596,"Negative"
"FH102_02",7618,"Negative"
"FH102_02",7621,"Negative"
"FH102_02",7639,"Negative"
"FH102_02",7644,"Negative"
"FH102_02",7646,"Negative"
"FH102_02",7647,"Negative"
"FH102_02",7650,"Negative"
"FH102_02",7654,"Negative"
"FH102_02",7657,"Negative"
"FH102_02",7667,"Negative"
"FH102_02",7673,"Negative"
"FH102_02",7683,"Negative"
"FH102_02",7736,"Negative"
"FH102_02",7794,"Negative"
"FH102_02",7797,"Negative"
"FH102_02",7801,"Negative"
"FH102_02",7803,"Negative"
"FH102_02",7810,"Negative"
"FH102_02",8018,"Negative"
"FH102_02",8020,"Negative"
"FH102_02",8026,"Negative"
"FH102_02",8052,"Negative"
"FH102_02",8079,"Negative"
"FH102_02",8082,"Negative"
"FH102_02",8088,"Negative"
"FH102_02",8109,"Negative"
"FH102_02",8110,"Negative"
"FH102_02",8111,"Negative"
"FH102_02",8112,"Negative"
"FH102_02",8527,"Negative"
"FH102_02",8529,"Negative"
"FH102_02",8530,"Negative"
"FH102_02",8601,"Negative"
"FH102_02",8602,"Negative"
"FH102_02",8605,"Negative"
"FH102_02",8606,"Negative"
"FH102_02",8607,"Positive"
"FH102_02",8608,"Positive"
"FH102_02",8609,"Negative"
"FH102_02",8610,"Negative"
"FH102_02",8614,"Negative"
"FH102_02",8877,"Negative"
"FH102_02",8881,"Negative"
"FH102_02",8915,"Negative"
"FH102_02",9170,"Negative"
"FH102_02",9174,"Negative"
"FH102_02",9269,"Negative"
"FH102_02",9273,"Negative"
"FH102_02",9275,"Negative"
"FH102_02",9278,"Negative"
"FH102_02",9281,"Negative"
"FH102_02",9282,"Negative"
"FH102_02",9284,"Negative"
"FH102_02",9285,"Negative"
"FH102_02",9308,"Negative"
"FH102_02",9329,"Negative"
"FH102_02",9334,"Negative"
"FH102_02",9361,"Negative"
"FH102_02",9366,"Negative"
"FH102_02",9405,"Negative"
"FH102_02",9422,"Negative"
"FH102_02",9426,"Negative"
"FH102_02",9427,"Negative"
"FH102_02",9429,"Negative"
"FH102_02",9451,"Negative"
"FH102_02",9453,"Negative"
"FH102_02",9455,"Negative"
"FH102_02",9524,"Negative"
"FH102_02",9598,"Negative"
"FH102_02",9656,"Negative"
"FH102_02",9811,"Negative"
"FH102_02",9813,"Negative"
"FH102_02",9837,"Negative"
"FH102_02",9842,"Negative"
"FH102_02",9847,"Negative"
"FH102_02",10351,"Negative"
"FH102_02",10354,"Negative"
"FH102_02",10490,"Negative"
"FH102_02",10496,"Negative"
"FH102_02",10497,"Negative"
"FH102_02",10851,"Negative"
"FH102_02",10852,"Negative"
"FH102_02",10923,"Positive"
"FH102_02",10924,"Positive"
"FH102_02",10925,"Positive"
"FH102_02",10926,"Positive"
"FH102_02",10927,"Positive"
"FH102_02",10928,"Negative"
"FH102_02",10929,"Negative"
"FH102_02",10936,"Negative"
"FH102_02",10937,"Negative"
"FH102_02",10962,"Positive"
"FH102_02",10963,"Positive"
"FH102_02",10964,"Positive"
"FH102_02",10965,"Positive"
"FH102_02",10966,"Negative"
"FH102_02",10967,"Negative"
"FH102_02",10968,"Negative"
"FH102_02",10970,"Negative"
"FH102_02",10971,"Negative"
"FH102_02",10972,"Negative"
"FH102_02",10975,"Negative"
"FH102_02",11452,"Negative"
"FH102_02",11453,"Negative"
"FH102_02",11462,"Negative"
"FH102_02",11463,"Negative"
"FH102_02",11584,"Negative"
"FH102_02",11796,"Negative"
"FH102_02",11816,"Negative"
"FH102_02",11817,"Negative"
"FH102_02",11818,"Negative"
"FH102_02",11820,"Negative"
"FH102_02",11821,"Negative"
"FH102_02",11823,"Negative"
"FH102_02",11854,"Negative"
"FH102_02",11856,"Negative"
"FH102_02",12014,"Negative"
"FH102_02",12246,"Negative"
"FH102_02",12254,"Negative"
"FH102_02",12678,"Negative"
"FH102_02",12693,"Negative"
"FH102_02",12712,"Negative"
"FH102_02",12718,"Negative"
